timestamp_ms,raw_adc,emg_voltage_V,rms_V,ratio,state
5543,844,0.0131879,0.0131872,1.02079,rest
5546,826,0.0129066,0.0131733,1.01971,rest
5548,852,0.0133129,0.0131804,1.02026,rest
5551,853,0.0133285,0.0131878,1.02083,rest
5553,843,0.0131723,0.013187,1.02077,rest
5556,843,0.0131723,0.0131863,1.02072,rest
5559,839,0.0131098,0.0131825,1.02042,rest
5562,843,0.0131723,0.013182,1.02038,rest
5565,854,0.0133442,0.0131901,1.02101,rest
5567,845,0.0132035,0.0131908,1.02107,rest
5570,830,0.0129691,0.0131798,1.02021,rest
5572,851,0.0132973,0.0131857,1.02067,rest
5575,835,0.0130473,0.0131788,1.02014,rest
5578,833,0.013016,0.0131707,1.01951,rest
5580,842,0.0131567,0.01317,1.01946,rest
5583,844,0.0131879,0.0131709,1.01953,rest
5585,850,0.0132817,0.0131765,1.01996,rest
5588,839,0.0131098,0.0131731,1.0197,rest
5591,826,0.0129066,0.0131599,1.01868,rest
5594,818,0.0127816,0.0131413,1.01723,rest
5597,830,0.0129691,0.0131327,1.01657,rest
5599,844,0.0131879,0.0131355,1.01679,rest
5602,844,0.0131879,0.0131381,1.01699,rest
5604,848,0.0132504,0.0131438,1.01742,rest
5607,822,0.0128441,0.0131289,1.01628,rest
5610,816,0.0127504,0.0131103,1.01483,rest
5613,842,0.0131567,0.0131126,1.01501,rest
5616,843,0.0131723,0.0131156,1.01524,rest
5618,839,0.0131098,0.0131153,1.01522,rest
5621,842,0.0131567,0.0131174,1.01538,rest
5624,839,0.0131098,0.013117,1.01535,rest
5627,831,0.0129848,0.0131104,1.01484,rest
5630,845,0.0132035,0.0131151,1.0152,rest
5633,826,0.0129066,0.0131047,1.0144,rest
5636,846,0.0132192,0.0131105,1.01485,rest
5638,836,0.0130629,0.0131081,1.01466,rest
5641,831,0.0129848,0.013102,1.01419,rest
5644,836,0.0130629,0.0131,1.01404,rest
5646,834,0.0130316,0.0130966,1.01377,rest
5649,836,0.0130629,0.0130949,1.01364,rest
5651,846,0.0132192,0.0131012,1.01413,rest
